country,iso2c,year,gdp_ppp_pc,GDP_constUSD,population
Austria,AT,1960,,12051.1511700385,7047539
Austria,AT,1961,,12648.9746969392,7086299
Austria,AT,1962,,12904.669883596,7129864
Austria,AT,1963,,13352.6511315776,7175811
Austria,AT,1964,,14076.2761631952,7223801
Austria,AT,1965,,14471.8213231195,7270889
Austria,AT,1966,,15181.5887613761,7322066
Austria,AT,1967,,15521.8096470115,7376998
Austria,AT,1968,,16132.0095204536,7415403
Austria,AT,1969,,17085.3299659169,7441055
Austria,AT,1970,,18101.9919477322,7467086
Austria,AT,1971,,18943.1811467755,7500482
Austria,AT,1972,,20002.5561105758,7544201
Austria,AT,1973,,20864.8474583279,7586115
Austria,AT,1974,,21650.4867976498,7599038
Austria,AT,1975,,21629.0463028275,7578903
Austria,AT,1976,,22659.317777419,7565525
Austria,AT,1977,,23801.2675449624,7568430
Austria,AT,1978,,23770.3662432365,7562305
Austria,AT,1979,,25086.400193858,7549425
Austria,AT,1980,,25520.74055574,7549433
Austria,AT,1981,,25419.0096476102,7568710
Austria,AT,1982,,25911.6609400039,7574140
Austria,AT,1983,,26725.1907228527,7561910
Austria,AT,1984,,26740.5772417596,7561434
Austria,AT,1985,,27395.8726479906,7564985
Austria,AT,1986,,28008.5545890344,7569794
Austria,AT,1987,,28370.7178819139,7574586
Austria,AT,1988,,29264.3235778252,7585317
Austria,AT,1989,,30265.1932308117,7619567
Austria,AT,1990,19473.0819594859,31340.6812927165,7677850
Austria,AT,1991,20617.5829787127,32097.2410936755,7754891
Austria,AT,1992,21293.2648588333,32410.53977326,7840709
Austria,AT,1993,21732.8710942007,32313.7118722637,7905633
Austria,AT,1994,22642.8477256733,32962.8174189767,7936118
Austria,AT,1995,23698.109130502,33790.4849857504,7948278
Austria,AT,1996,24560.6240085942,34537.7395746518,7959017
Austria,AT,1997,25426.662812476,35220.8877426259,7968041
Austria,AT,1998,26675.6502354234,36442.2882333384,7976789
Austria,AT,1999,27606.4830303088,37664.9432792116,7992324
Austria,AT,2000,29381.6848770115,38842.8905195831,8011566
Austria,AT,2001,29708.49357024,39184.8085972636,8042293
Austria,AT,2002,31178.6933297272,39636.4826114521,8081957
Austria,AT,2003,32145.8705108106,39815.2219533064,8121423
Austria,AT,2004,33774.0180945488,40651.2266155811,8171966
Austria,AT,2005,35013.7140443423,41281.2707559522,8227829
Austria,AT,2006,37659.732973109,42496.3510516831,8268641
Austria,AT,2007,39435.60573762,43937.7128905744,8295487
Austria,AT,2008,41316.225176699,44440.055889928,8321496
Austria,AT,2009,40918.5200993586,42655.1921304813,8343323
Austria,AT,2010,42007.2937461255,43334.5089644691,8363404
Austria,AT,2011,44452.7327457999,44451.0001918473,8391643
Austria,AT,2012,46457.3457770311,44549.881698231,8429991
Austria,AT,2013,47922.0491207455,44299.3781845446,8479823
Austria,AT,2014,48799.7154676985,44245.1687398338,8546356
Austria,AT,2015,49865.9039424185,44195.8175947748,8642699
Austria,AT,2016,52684.0171130768,44590.2516278164,8736668
Austria,AT,2017,54172.9867888254,45281.723399938,8797566
Austria,AT,2018,56960.0914258929,46154.6250956541,8840521
Austria,AT,2019,59756.6865499955,46647.0809634335,8879920
Austria,AT,2020,56999.9398541031,43455.7000665738,8916864
Austria,AT,2021,59552.6542830964,45238.3907144733,8955797
Austria,AT,2022,,,
Belgium,BE,1960,,11734.306170839,9153489
Belgium,BE,1961,,12277.6347194523,9183948
Belgium,BE,1962,,12866.2287658556,9220578
Belgium,BE,1963,,13326.1132693154,9289770
Belgium,BE,1964,,14118.902318486,9378113
Belgium,BE,1965,,14489.4450965924,9463667
Belgium,BE,1966,,14846.0973473565,9527807
Belgium,BE,1967,,15334.7678862416,9580991
Belgium,BE,1968,,15915.1956538995,9618756
Belgium,BE,1969,,16922.3543777831,9646032
Belgium,BE,1970,,17849.4947135456,9655549
Belgium,BE,1971,,18527.1487401867,9673162
Belgium,BE,1972,,19432.03103295,9711115
Belgium,BE,1973,,20607.1809135777,9741720
Belgium,BE,1974,,21480.261317053,9772419
Belgium,BE,1975,,20997.2068325293,9800700
Belgium,BE,1976,,22144.5236139589,9818227
Belgium,BE,1977,,22255.6844094244,9830358
Belgium,BE,1978,,22866.8232310329,9839534
Belgium,BE,1979,,23381.1272443226,9848382
Belgium,BE,1980,,24393.2981775195,9859242
Belgium,BE,1981,,24325.8132752066,9858982
Belgium,BE,1982,,24477.1998826276,9856303
Belgium,BE,1983,,24555.480969759,9855520
Belgium,BE,1984,,25161.4909793831,9855372
Belgium,BE,1985,,25569.4893301131,9858308
Belgium,BE,1986,,26026.2804981502,9861823
Belgium,BE,1987,,26603.9280981301,9870234
Belgium,BE,1988,,27772.0520454683,9901664
Belgium,BE,1989,,28631.3190930238,9937697
Belgium,BE,1990,18688.6467366551,29441.6621481593,9967379
Belgium,BE,1991,19601.8239024872,29870.1477747077,10004486
Belgium,BE,1992,20272.9885926744,30204.5637515713,10045158
Belgium,BE,1993,20473.7868382439,29797.4063198776,10084475
Belgium,BE,1994,21519.3380677459,30664.3078546408,10115603
Belgium,BE,1995,22447.4638004465,31329.892072751,10136811
Belgium,BE,1996,22744.6996622345,31681.9363634502,10156637
Belgium,BE,1997,23732.2210706898,32804.3605402361,10181245
Belgium,BE,1998,24369.4867183382,33376.5748398965,10203008
Belgium,BE,1999,25440.8411888638,34479.9064484695,10226419
Belgium,BE,2000,27789.9435461287,35674.7912530713,10251250
Belgium,BE,2001,28793.6110538361,35943.2379602838,10286570
Belgium,BE,2002,30282.2886450283,36393.2417665704,10332785
Belgium,BE,2003,30934.4414026198,36617.3803840227,10376133
Belgium,BE,2004,32063.2607941715,37761.2813189981,10421137
Belgium,BE,2005,33177.8909458158,38426.0519083731,10478617
Belgium,BE,2006,35256.9283814906,39147.7635597291,10547958
Belgium,BE,2007,36795.8471504369,40290.2277563956,10625700
Belgium,BE,2008,37883.3319417819,40151.8498740394,10709973
Belgium,BE,2009,37749.9091897753,39025.2207908291,10796493
Belgium,BE,2010,39838.040511042,39777.9252767366,10895586
Belgium,BE,2011,40942.372710454,39929.0951439359,11038264
Belgium,BE,2012,42290.7620520019,39975.5736402458,11106932
Belgium,BE,2013,43671.11959259,39970.3174974794,11159407
Belgium,BE,2014,44929.685593416,40421.4207919096,11209057
Belgium,BE,2015,46200.904454307,41008.296719472,11274196
Belgium,BE,2016,48597.3999826201,41318.0196388476,11331422
Belgium,BE,2017,50442.2705419624,41825.7628316432,11375158
Belgium,BE,2018,52535.23221854,42382.3182763247,11427054
Belgium,BE,2019,55753.8494538306,43098.4847198889,11488980
Belgium,BE,2020,54202.5200672849,40612.3924560653,11538604
Belgium,BE,2021,59387.880265448,42901.4320595797,11592952
Belgium,BE,2022,,,
Bulgaria,BG,1960,,,7867374
Bulgaria,BG,1961,,,7943118
Bulgaria,BG,1962,,,8012946
Bulgaria,BG,1963,,,8078145
Bulgaria,BG,1964,,,8144340
Bulgaria,BG,1965,,,8204168
Bulgaria,BG,1966,,,8258057
Bulgaria,BG,1967,,,8310226
Bulgaria,BG,1968,,,8369603
Bulgaria,BG,1969,,,8434172
Bulgaria,BG,1970,,,8489574
Bulgaria,BG,1971,,,8536395
Bulgaria,BG,1972,,,8576200
Bulgaria,BG,1973,,,8620967
Bulgaria,BG,1974,,,8678745
Bulgaria,BG,1975,,,8720742
Bulgaria,BG,1976,,,8758599
Bulgaria,BG,1977,,,8804183
Bulgaria,BG,1978,,,8814032
Bulgaria,BG,1979,,,8825940
Bulgaria,BG,1980,,3428.40951178545,8861535
Bulgaria,BG,1981,,3584.44137344303,8891117
Bulgaria,BG,1982,,3657.28776629272,8917457
Bulgaria,BG,1983,,3773.31598438984,8939738
Bulgaria,BG,1984,,3892.35683500023,8960679
Bulgaria,BG,1985,,3996.86480200571,8960547
Bulgaria,BG,1986,,4166.1416695377,8958171
Bulgaria,BG,1987,,4411.8862225923,8971359
Bulgaria,BG,1988,,4889.25631992299,8981446
Bulgaria,BG,1989,,4784.05464613583,8876972
Bulgaria,BG,1990,7551.15417358242,4427.01071363047,8718289
Bulgaria,BG,1991,7218.36789714754,4093.47667850379,8632367
Bulgaria,BG,1992,6919.86889339485,3836.76395475034,8540164
Bulgaria,BG,1993,7034.92845471041,3810.24372212006,8472313
Bulgaria,BG,1994,7340.66650240459,3892.71107002069,8443591
Bulgaria,BG,1995,7743.44322933175,4021.96452989335,8406067
Bulgaria,BG,1996,6848.99369971199,4253.20220185448,8362826
Bulgaria,BG,1997,5750.51171536098,3675.15273864966,8312068
Bulgaria,BG,1998,6177.94084712058,3839.94747773847,8256786
Bulgaria,BG,1999,5807.79182219793,3537.31842905104,8210624
Bulgaria,BG,2000,6422.83277066238,3717.90048242716,8170172
Bulgaria,BG,2001,6960.08330374242,3937.67150224538,8009142
Bulgaria,BG,2002,7786.4484224601,4260.37221454478,7837161
Bulgaria,BG,2003,8417.38546012655,4519.14992092151,7775327
Bulgaria,BG,2004,9201.56567500039,4849.83439967398,7716860
Bulgaria,BG,2005,10291.4238650414,5231.29820427443,7658972
Bulgaria,BG,2006,11406.4859464649,5629.75831393618,7601022
Bulgaria,BG,2007,12820.8099858108,6048.69609187226,7545338
Bulgaria,BG,2008,14346.8955358868,6464.67265403586,7492561
Bulgaria,BG,2009,14181.9496606098,6288.67740963612,7444443
Bulgaria,BG,2010,14956.357308919,6427.81006212601,7395599
Bulgaria,BG,2011,15747.0795962298,6605.08982045823,7348328
Bulgaria,BG,2012,16327.8584708922,6693.61236429071,7305888
Bulgaria,BG,2013,16647.0098720736,6693.45015260161,7265115
Bulgaria,BG,2014,17616.9540727435,6796.68911922266,7223938
Bulgaria,BG,2015,18391.8968113244,7074.68102325059,7177991
Bulgaria,BG,2016,20074.26478835,7341.04761379451,7127822
Bulgaria,BG,2017,21469.9708893116,7599.12495683519,7075947
Bulgaria,BG,2018,23016.0668039048,7859.6921556743,7025037
Bulgaria,BG,2019,25170.2159956367,8234.83966944834,6975761
Bulgaria,BG,2020,25296.1761640127,7956.46908962689,6934015
Bulgaria,BG,2021,28113.0511781499,8633.98229147066,6877743
Bulgaria,BG,2022,,,
Croatia,HR,1960,,,4140181
Croatia,HR,1961,,,4167292
Croatia,HR,1962,,,4196712
Croatia,HR,1963,,,4225675
Croatia,HR,1964,,,4252876
Croatia,HR,1965,,,4280923
Croatia,HR,1966,,,4310701
Croatia,HR,1967,,,4338683
Croatia,HR,1968,,,4365628
Croatia,HR,1969,,,4391490
Croatia,HR,1970,,,4412252
Croatia,HR,1971,,,4431275
Croatia,HR,1972,,,4450564
Croatia,HR,1973,,,4470161
Croatia,HR,1974,,,4490660
Croatia,HR,1975,,,4512082
Croatia,HR,1976,,,4535934
Croatia,HR,1977,,,4559571
Croatia,HR,1978,,,4581085
Croatia,HR,1979,,,4594778
Croatia,HR,1980,,,4599782
Croatia,HR,1981,,,4611509
Croatia,HR,1982,,,4634234
Croatia,HR,1983,,,4658254
Croatia,HR,1984,,,4680285
Croatia,HR,1985,,,4701417
Croatia,HR,1986,,,4721446
Croatia,HR,1987,,,4739745
Croatia,HR,1988,,,4755207
Croatia,HR,1989,,,4767260
Croatia,HR,1990,,,4777368
Croatia,HR,1991,,,4689022
Croatia,HR,1992,,,4575818
Croatia,HR,1993,,,4600463
Croatia,HR,1994,,,4652024
Croatia,HR,1995,8054.46446886753,7226.35292805261,4620030
Croatia,HR,1996,8804.35816495025,7784.2658588921,4557097
Croatia,HR,1997,9534.25635039279,8305.22044591226,4534920
Croatia,HR,1998,9887.48669435285,8503.55138868285,4532135
Croatia,HR,1999,9939.95616299273,8476.6445905627,4512597
Croatia,HR,2000,10669.4277209954,8805.85839996229,4468302
Croatia,HR,2001,11650.4285728223,9432.65857833887,4299642
Croatia,HR,2002,12774.8276389542,9970.44171500607,4302174
Croatia,HR,2003,13697.3266522858,10522.174682112,4303399
Croatia,HR,2004,14694.4571109449,10956.223307142,4304600
Croatia,HR,2005,15455.1120603094,11408.5760540598,4310145
Croatia,HR,2006,17611.9978550392,11963.2916296618,4311159
Croatia,HR,2007,19527.4299464224,12564.3346357853,4310217
Croatia,HR,2008,20978.5044939516,12817.378074954,4309705
Croatia,HR,2009,20227.3944068928,11907.8670352057,4305181
Croatia,HR,2010,20048.3500460889,11788.8503191383,4295427
Croatia,HR,2011,21094.038304797,11819.377265251,4280622
Croatia,HR,2012,21463.734311996,11579.1276366176,4267558
Croatia,HR,2013,22134.7298641679,11565.2280592202,4255689
Croatia,HR,2014,22360.9622721031,11562.5750919826,4238389
Croatia,HR,2015,23338.2420674081,11952.3111753908,4203604
Croatia,HR,2016,25260.2169300482,12464.4835228917,4174349
Croatia,HR,2017,27206.9654125638,13045.5193626136,4124531
Croatia,HR,2018,28909.4108535923,13531.2435029842,4087843
Croatia,HR,2019,31588.1112997002,14071.9114694775,4065253
Croatia,HR,2020,29690.0341758221,12920.3443843408,4047680
Croatia,HR,2021,34543.7221294185,15166.41328825,3899000
Croatia,HR,2022,,,
Cyprus,CY,1960,,,585725
Cyprus,CY,1961,,,594771
Cyprus,CY,1962,,,601095
Cyprus,CY,1963,,,607072
Cyprus,CY,1964,,,612338
Cyprus,CY,1965,,,617345
Cyprus,CY,1966,,,622566
Cyprus,CY,1967,,,627695
Cyprus,CY,1968,,,632452
Cyprus,CY,1969,,,636821
Cyprus,CY,1970,,,640804
Cyprus,CY,1971,,,644413
Cyprus,CY,1972,,,647620
Cyprus,CY,1973,,,650705
Cyprus,CY,1974,,,648585
Cyprus,CY,1975,,6173.26513671875,644982
Cyprus,CY,1976,,7484.767578125,648868
Cyprus,CY,1977,,8708.375,656414
Cyprus,CY,1978,,9350.9091796875,663975
Cyprus,CY,1979,,10197.5732421875,671611
Cyprus,CY,1980,,10667.7470703125,679327
Cyprus,CY,1981,,10756.1640625,687170
Cyprus,CY,1982,,11269.71875,696227
Cyprus,CY,1983,,11801.0908203125,707477
Cyprus,CY,1984,,12669.3857421875,719678
Cyprus,CY,1985,,13127.4140625,731664
Cyprus,CY,1986,,13458.41015625,743446
Cyprus,CY,1987,,14253.4345703125,755021
Cyprus,CY,1988,,15322.5546875,766412
Cyprus,CY,1989,,16306.1875,777592
Cyprus,CY,1990,13349.0302734375,17144.3203125,788500
Cyprus,CY,1991,13547.259765625,16829.765625,799061
Cyprus,CY,1992,14760.4853515625,17928.384765625,810431
Cyprus,CY,1993,14853.0859375,17623.1328125,825986
Cyprus,CY,1994,15736.447265625,18280.86328125,844444
Cyprus,CY,1995,17097.171875,19453.677734375,862418
Cyprus,CY,1996,17319.966796875,19385.126953125,880058
Cyprus,CY,1997,17780.939453125,19617.015625,897471
Cyprus,CY,1998,18759.564453125,20562.11328125,914660
Cyprus,CY,1999,19662.640625,21349.560546875,931600
Cyprus,CY,2000,21291.4140625,22383.767578125,948237
Cyprus,CY,2001,22865.5078125,23019.046875,964830
Cyprus,CY,2002,23556.408203125,23603.9765625,982194
Cyprus,CY,2003,24280.845703125,23930.564453125,1000350
Cyprus,CY,2004,25945.037109375,24799.439453125,1018684
Cyprus,CY,2005,27763.154296875,25631.154296875,1037062
Cyprus,CY,2006,30011.119140625,26395.294921875,1055438
Cyprus,CY,2007,32885.2890625,27156.564453125,1073873
Cyprus,CY,2008,34830.2734375,27448.921875,1092390
Cyprus,CY,2009,33886.73828125,26183.34765625,1110974
Cyprus,CY,2010,33511.296875,26089.93359375,1129686
Cyprus,CY,2011,33406.17578125,25538.669921875,1145086
Cyprus,CY,2012,31923.9375,24285.388671875,1156556
Cyprus,CY,2013,30451.6953125,22738.390625,1166968
Cyprus,CY,2014,30171.142578125,22581.7265625,1176995
Cyprus,CY,2015,31922.349609375,23487.125,1187280
Cyprus,CY,2016,35878.4140625,24916.51953125,1197881
Cyprus,CY,2017,38415.109375,26101.181640625,1208523
Cyprus,CY,2018,40676.6171875,27241.0078125,1218831
Cyprus,CY,2019,44038.8671875,28359.919921875,1228836
Cyprus,CY,2020,41421.703125,26814.21484375,1237537
Cyprus,CY,2021,44393.76171875,28329.203125,1244188
Cyprus,CY,2022,,,
Czechia,CZ,1960,,,9602006
Czechia,CZ,1961,,,9586651
Czechia,CZ,1962,,,9624660
Czechia,CZ,1963,,,9670685
Czechia,CZ,1964,,,9727804
Czechia,CZ,1965,,,9779358
Czechia,CZ,1966,,,9821040
Czechia,CZ,1967,,,9852899
Czechia,CZ,1968,,,9876346
Czechia,CZ,1969,,,9896580
Czechia,CZ,1970,,,9858071
Czechia,CZ,1971,,,9826815
Czechia,CZ,1972,,,9867632
Czechia,CZ,1973,,,9922266
Czechia,CZ,1974,,,9988459
Czechia,CZ,1975,,,10058620
Czechia,CZ,1976,,,10125939
Czechia,CZ,1977,,,10186755
Czechia,CZ,1978,,,10242098
Czechia,CZ,1979,,,10292341
Czechia,CZ,1980,,,10304193
Czechia,CZ,1981,,,10300591
Czechia,CZ,1982,,,10314826
Czechia,CZ,1983,,,10323856
Czechia,CZ,1984,,,10330213
Czechia,CZ,1985,,,10337118
Czechia,CZ,1986,,,10342227
Czechia,CZ,1987,,,10347318
Czechia,CZ,1988,,,10355276
Czechia,CZ,1989,,,10361068
Czechia,CZ,1990,12725.2039375604,11626.6258716528,10333355
Czechia,CZ,1991,11655.4781390295,10300.8991599512,10308578
Czechia,CZ,1992,11848.5907011598,10238.2476845601,10319123
Czechia,CZ,1993,12124.3423274493,10233.9421858953,10329855
Czechia,CZ,1994,12738.9128151268,10527.8756898085,10333587
Czechia,CZ,1995,13860.0284251963,11219.1500652457,10327253
Czechia,CZ,1996,14689.7420591345,11711.3154124611,10315241
Czechia,CZ,1997,14824.6250559909,11663.17381617,10304131
Czechia,CZ,1998,14978.0700859819,11632.6028956161,10294373
Czechia,CZ,1999,15396.3117820518,11805.6718407762,10283860
Czechia,CZ,2000,16238.6122409225,12312.497769842,10255063
Czechia,CZ,2001,17624.4372194069,12734.9220286548,10216605
Czechia,CZ,2002,18252.5727653685,12959.8174813078,10196916
Czechia,CZ,2003,19539.0572771758,13428.099616179,10193998
Czechia,CZ,2004,20932.1973998463,14070.2804589818,10197101
Czechia,CZ,2005,22095.3878539836,14978.4131869153,10211216
Czechia,CZ,2006,23922.1571505868,15948.7452897204,10238905
Czechia,CZ,2007,26285.7011200096,16739.1787158121,10298828
Czechia,CZ,2008,27974.487131849,17046.8850268926,10384603
Czechia,CZ,2009,27761.7961673979,16160.6205565942,10443936
Czechia,CZ,2010,27880.5425661603,16505.9537034372,10474410
Czechia,CZ,2011,29001.3680365492,16761.8273125123,10496088
Czechia,CZ,2012,29254.7312685144,16606.9925391504,10510785
Czechia,CZ,2013,30818.1081558477,16593.8642307285,10514272
Czechia,CZ,2014,32502.4753540118,16951.3791150445,10525347
Czechia,CZ,2015,33899.2865661657,17829.6983223668,10546059
Czechia,CZ,2016,36097.7052556977,18247.0117295456,10566332
Czechia,CZ,2017,38824.8879170919,19139.2398841383,10594438
Czechia,CZ,2018,41135.4929835656,19689.5827032979,10629928
Czechia,CZ,2019,44203.9673126088,20206.4256384905,10671870
Czechia,CZ,2020,42716.4578545607,19048.0868543829,10697858
Czechia,CZ,2021,45719.0388030222,20083.8096038696,10505772
Czechia,CZ,2022,,,
Denmark,DK,1960,,18107.3759290293,4579603
Denmark,DK,1961,,19128.4044219207,4611687
Denmark,DK,1962,,20055.6436817272,4647727
Denmark,DK,1963,,20025.0367527905,4684483
Denmark,DK,1964,,21707.1637228444,4722072
Denmark,DK,1965,,22519.8115263793,4759012
Denmark,DK,1966,,22952.0113025231,4797381
Denmark,DK,1967,,24031.1274153613,4835354
Denmark,DK,1968,,25211.6295441511,4864883
Denmark,DK,1969,,26704.6332242614,4891860
Denmark,DK,1970,,26927.9590369218,4928757
Denmark,DK,1971,,27545.0669177612,4963126
Denmark,DK,1972,,28464.1397778596,4991596
Denmark,DK,1973,,29450.5970790465,5021861
Denmark,DK,1974,,28984.7792237673,5045297
Denmark,DK,1975,,28480.3554790863,5059862
Denmark,DK,1976,,30091.9728338229,5072596
Denmark,DK,1977,,30559.4558828137,5088419
Denmark,DK,1978,,31142.924578691,5104248
Denmark,DK,1979,,32268.5203006998,5116801
Denmark,DK,1980,,32073.6413237087,5123027
Denmark,DK,1981,,31869.0422345814,5121572
Denmark,DK,1982,,33067.5698057741,5117810
Denmark,DK,1983,,33949.3314179257,5114297
Denmark,DK,1984,,35382.234592759,5111619
Denmark,DK,1985,,36783.9410443123,5113691
Denmark,DK,1986,,38536.322876642,5120534
Denmark,DK,1987,,38585.402852645,5127024
Denmark,DK,1988,,38561.4119234317,5129516
Denmark,DK,1989,,38786.930952318,5132594
Denmark,DK,1990,18244.3186433434,39295.2434424919,5140939
Denmark,DK,1991,19074.5890241223,39739.6098511225,5154298
Denmark,DK,1992,19825.4140216714,40383.5587756081,5171370
Denmark,DK,1993,20230.0010056015,40253.5398981286,5188628
Denmark,DK,1994,21690.4169718935,42257.0983305221,5206180
Denmark,DK,1995,22697.1573565283,43310.2500901054,5233373
Denmark,DK,1996,23741.3734646484,44314.7904987137,5263074
Denmark,DK,1997,24928.345617283,45570.0798221242,5284991
Denmark,DK,1998,25814.6581688598,46412.038971456,5304219
Denmark,DK,1999,26653.8239044055,47622.4390779319,5321799
Denmark,DK,2000,28663.6518809203,49241.9280041345,5339616
Denmark,DK,2001,29442.9622908975,49469.6888088275,5358783
Denmark,DK,2002,30640.3456230968,49541.8555503286,5375931
Denmark,DK,2003,30821.943177174,49599.9969640753,5390574
Denmark,DK,2004,32938.8828843292,50792.00095345,5404523
Denmark,DK,2005,34150.1594558945,51835.8327062445,5419432
Denmark,DK,2006,37331.9800791967,53687.4415474978,5437272
Denmark,DK,2007,39011.1393871609,53935.8702479631,5461438
Denmark,DK,2008,41278.3268270571,53345.3576182976,5493621
Denmark,DK,2009,40331.824225527,50457.2324892863,5523095
Denmark,DK,2010,43000.8566352401,51173.4661587111,5547683
Denmark,DK,2011,44403.3848413929,51644.4635097775,5570572
Denmark,DK,2012,44803.9682421214,51567.0401502519,5591572
